product_name,product_link_name,link,major_category_name,major_category_link
CAR SAFETY & SECURITY,CAR SECURITY LOCKS,https://www.canadiantire.ca/en/automotive/car-safety-security/car-security-locks.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,BLOCK HEATER EXTENSION CORDS,https://www.canadiantire.ca/en/automotive/car-safety-security/block-heater-extension-cords.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,HORNS,https://www.canadiantire.ca/en/automotive/car-safety-security/horns.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,DRIVEWAY MARKERS,https://www.canadiantire.ca/en/automotive/car-safety-security/driveway-markers.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,SNOW BRUSHES & SCRAPERS,https://www.canadiantire.ca/en/outdoor-living/snow-removal/snow-brushes-scrapers.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,TRACTION AIDS,https://www.canadiantire.ca/en/automotive/tires-wheels/tire-wheel-accessories/traction-aids.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,TIRE CHAINS,https://www.canadiantire.ca/en/automotive/tires-wheels/tire-wheel-accessories/tire-chains.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,CAR WARMERS,https://www.canadiantire.ca/en/automotive/car-safety-security/car-warmers.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
INTERIOR_ACC,SEAT COVERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/seat-covers.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
INTERIOR_ACC,CAR SAFETY AND SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html?,INTERIOR ACCESSORIES,https://www.canadiantire.ca/en/automotive/interior-car-accessories.html
